RowNumber,CustomerId,Surname,FirstName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7392,12623712,Chatterjee,Ananya,602,Maharashtra,Female,58,9,680745.13,1,0,1,828869.47,0
7393,17511910,Bose,Priya,551,Tamil Nadu,Female,23,5,250217.11,2,1,1,371382.76,0
7394,17393344,Nair,Kavya,882,Karnataka,Female,21,7,712672.73,2,1,0,2401756.03,0
7395,12173170,Patel,Amit,393,Delhi,Male,51,1,0.0,2,1,0,1061761.16,0
7396,15643493,Banerjee,Nisha,869,Maharashtra,Female,43,6,1402032.26,1,1,0,1029816.42,0
7397,10097050,Iyer,Nikhil,330,Maharashtra,Male,40,2,0.0,2,0,0,447673.74,0
7398,16743635,Gupta,Neha,600,Gujarat,Female,36,8,653762.97,1,1,0,2095208.65,1
7399,14812176,Pandey,Manish,795,Tamil Nadu,Male,52,9,0.0,1,1,1,1227996.98,0
7400,19225977,Tiwari,Shreya,403,Maharashtra,Female,37,6,838896.13,1,1,1,881792.94,0
7401,19717634,Saxena,Nisha,609,Maharashtra,Female,38,2,1110938.89,1,0,0,2099463.21,0
7402,17900926,Mishra,Nisha,628,Tamil Nadu,Female,24,7,1178524.17,2,0,1,2160845.71,0
7403,16188736,Srivastava,Aarav,397,Karnataka,Male,55,9,0.0,2,0,0,1836286.22,0
7404,14992796,Chatterjee,Rekha,769,Delhi,Female,60,1,1428254.17,2,0,1,1166462.59,0
7405,10161310,Desai,Pooja,710,Delhi,Female,56,9,1098757.74,2,0,1,874885.27,0
7406,19410036,Desai,Anjali,351,Maharashtra,Female,43,7,183175.98,1,1,1,1374564.05,0
7407,15753202,Tiwari,Aditya,866,Tamil Nadu,Male,35,6,0.0,2,1,1,1474782.8,0
7408,18653159,Agarwal,Aarav,326,Gujarat,Male,33,4,138239.3,2,1,0,1495090.54,0
7409,12548190,Kapoor,Rahul,415,Maharashtra,Male,34,3,598560.86,2,0,1,1913999.34,0
7410,16562585,Mehta,Suresh,664,Karnataka,Male,34,9,529913.68,1,1,0,318884.71,0
7411,16885438,Sharma,Manish,726,Delhi,Male,57,9,239263.75,1,0,1,1684490.53,0
7412,18382944,Menon,Vikram,853,Delhi,Male,25,0,0.0,2,0,0,2195361.63,0
7413,13800417,Desai,Arjun,603,Delhi,Male,42,3,437603.98,1,1,1,484742.5,0
7414,17148988,Gupta,Rajesh,741,Tamil Nadu,Male,48,5,1031169.35,1,0,0,1464879.85,0
7415,13671345,Saxena,Siddharth,838,Karnataka,Male,24,5,0.0,1,1,1,1776507.63,0
7416,13998721,Patel,Riya,459,Karnataka,Female,58,1,1455337.28,1,1,1,2409147.17,0
7417,17251694,Mishra,Nikhil,641,Delhi,Male,49,8,12626.39,2,0,0,403294.04,0
7418,19526759,Shah,Siddharth,799,Maharashtra,Male,57,0,0.0,2,1,0,1866449.8,0
7419,11396741,Kapoor,Rajesh,582,Maharashtra,Male,55,3,0.0,1,0,1,1532319.87,0
7420,16493595,Kapoor,Divya,595,Tamil Nadu,Female,40,3,415077.03,1,1,0,972267.9,0
7421,11207485,Kapoor,Sunita,393,Maharashtra,Female,55,1,0.0,1,1,1,297625.31,1
7422,19911442,Reddy,Aditya,462,Tamil Nadu,Male,55,7,0.0,1,1,1,944054.95,0
7423,15599840,Tiwari,Pranav,760,Delhi,Male,40,1,1033368.32,1,1,1,2096889.88,0
7424,19004476,Tiwari,Priya,684,Delhi,Female,22,1,0.0,2,1,1,1652559.12,0
7425,17675128,Das,Pranav,533,Karnataka,Male,38,1,155232.48,1,0,1,709528.11,0
7426,11724287,Agarwal,Suresh,454,Delhi,Male,50,0,1253742.94,2,0,0,2483696.56,0
7427,12954523,Kumar,Arjun,577,Maharashtra,Male,62,4,0.0,1,1,1,1910731.08,1
7428,18891277,Nair,Siddharth,804,Delhi,Male,49,3,97132.34,1,1,0,618179.89,1
7429,18161618,Verma,Divya,450,Tamil Nadu,Female,59,1,1361795.8,1,1,0,1992309.57,0
7430,18224129,Verma,Amit,480,Tamil Nadu,Male,42,0,1059926.29,2,0,1,2108402.42,0
7431,11247942,Chatterjee,Meera,590,Delhi,Female,49,0,965844.76,1,0,0,2199894.1,1
7432,17407482,Das,Ananya,818,Karnataka,Female,30,1,0.0,2,0,0,1895888.04,1
7433,19390753,Pillai,Divya,707,Maharashtra,Female,40,0,1171197.48,1,1,0,366432.71,0
7434,18266249,Verma,Aditya,507,Maharashtra,Male,36,8,1094692.7,2,1,0,2067787.27,0
7435,17640249,Saxena,Rahul,427,Maharashtra,Male,26,1,0.0,3,1,0,2332244.07,0
7436,16193443,Nair,Nikhil,322,Gujarat,Male,37,2,745496.35,2,1,0,1339249.24,0
7437,13733568,Joshi,Pranav,306,Maharashtra,Male,26,8,0.0,2,0,0,1945726.09,1
7438,18955757,Reddy,Riya,787,Maharashtra,Female,42,4,653510.89,1,1,0,1349893.57,0
7439,11653023,Tiwari,Suresh,611,Delhi,Male,38,7,0.0,2,1,1,1666485.35,1
7440,18299930,Gupta,Pooja,703,Maharashtra,Female,52,6,1217604.0,2,1,0,1680997.0,1
7441,15171557,Joshi,Suresh,842,Karnataka,Male,48,5,0.0,1,1,0,1230407.25,0
7442,10265164,Chatterjee,Sneha,774,Maharashtra,Female,62,1,622454.5,1,1,1,1002902.43,0
7443,12876139,Patel,Riya,784,Maharashtra,Female,30,3,1049289.77,2,1,1,1191261.12,0
7444,19273996,Desai,Vikram,756,Karnataka,Male,61,8,0.0,1,1,1,1528082.95,1
7445,12642137,Reddy,Rahul,644,Delhi,Male,42,6,0.0,2,1,0,1402942.41,0
7446,15500426,Kumar,Aditya,341,Tamil Nadu,Male,48,2,461755.65,1,0,0,1669200.72,0
7447,12126656,Verma,Deepak,524,Karnataka,Male,35,5,1274501.65,1,0,0,287312.39,0
7448,13298056,Pandey,Pranav,824,Delhi,Male,63,7,1212626.94,1,0,1,1247247.42,0
7449,10887457,Mishra,Nikhil,891,Tamil Nadu,Male,49,7,1278006.3,1,1,1,343621.8,0
7450,16447058,Shah,Manish,346,Maharashtra,Male,27,7,0.0,1,1,1,1932222.32,0
7451,11704534,Chopra,Nisha,740,Karnataka,Female,54,7,1485038.95,2,1,0,801377.73,0
7452,12470212,Sharma,Nikhil,705,Delhi,Male,52,9,838032.23,2,1,1,982310.76,0
7453,11264818,Shah,Aditya,865,Delhi,Male,22,5,0.0,2,1,1,1697710.88,0
7454,17765300,Banerjee,Karan,428,Karnataka,Male,46,9,1102941.25,1,1,1,984159.72,0
7455,15232482,Shah,Nikhil,478,Gujarat,Male,31,2,201860.0,1,1,1,1872943.83,0
7456,11433780,Agarwal,Rahul,768,Gujarat,Male,45,8,346707.08,1,1,1,2179532.0,0
7457,16288795,Mehta,Meera,413,Karnataka,Female,39,2,0.0,3,1,0,1657522.43,0
7458,18281458,Tiwari,Aarav,874,Delhi,Male,40,3,314180.65,2,1,1,542602.62,0
7459,16965380,Shah,Vikram,793,Maharashtra,Male,53,9,0.0,1,1,0,1222986.92,0
7460,13425930,Mehta,Amit,461,Delhi,Male,37,0,373047.31,1,1,0,1879585.81,1
7461,17408230,Singh,Nikhil,328,Karnataka,Male,50,1,727663.3,2,1,0,811984.05,0
7462,17016967,Malhotra,Amit,879,Delhi,Male,38,5,0.0,1,0,0,2380621.4,0
7463,15402827,Kapoor,Nisha,759,Gujarat,Female,52,0,1257166.24,2,1,1,2368768.22,0
7464,18931469,Verma,Rajesh,588,Delhi,Male,60,8,490840.2,4,1,0,965118.7,0
7465,14832706,Chopra,Rohan,665,Delhi,Male,24,7,115964.14,2,0,0,1604364.11,0
7466,19101518,Kumar,Neha,771,Delhi,Female,52,1,173247.17,1,1,0,1080876.71,1
7467,10773343,Patel,Vikram,401,Tamil Nadu,Male,39,1,1225830.02,1,1,0,1864393.97,0
7468,10029138,Bose,Rohan,418,Tamil Nadu,Male,23,7,645983.97,1,1,1,2019849.68,0
7469,13819218,Das,Ananya,717,Karnataka,Female,58,7,0.0,2,0,1,566564.34,1
7470,19320838,Desai,Aditya,764,Delhi,Male,48,0,26140.67,1,1,1,1387648.26,0
7471,15426635,Gupta,Kavya,403,Tamil Nadu,Female,58,4,57216.85,1,0,1,983050.53,0
7472,13087686,Patel,Manish,349,Maharashtra,Male,26,1,0.0,1,1,1,2326589.53,0
7473,13875108,Gupta,Rajesh,774,Gujarat,Male,60,0,0.0,1,1,1,636771.23,0
7474,10369750,Agarwal,Manish,890,Karnataka,Male,37,2,0.0,3,1,0,2375863.71,0
7475,14907105,Chatterjee,Siddharth,483,Delhi,Male,62,2,880049.58,2,0,0,1152706.9,0
7476,12277747,Banerjee,Nikhil,439,Karnataka,Male,25,9,1341982.35,2,1,0,2206568.01,0
7477,17565414,Sharma,Rajesh,412,Tamil Nadu,Male,39,8,0.0,2,1,0,1257184.23,0
7478,11537717,Srivastava,Anjali,867,Maharashtra,Female,63,9,0.0,1,1,1,1604095.26,0
7479,14473537,Bose,Divya,531,Gujarat,Female,62,0,1331215.18,2,1,1,2472389.13,0
7480,14469606,Mishra,Rohan,436,Delhi,Male,55,1,184430.3,1,1,0,1877406.81,1
7481,19420567,Pillai,Pooja,464,Delhi,Female,42,8,299106.19,1,1,0,631954.65,0
7482,14319386,Das,Isha,704,Maharashtra,Female,44,4,760438.22,1,0,0,790838.97,0
7483,14385817,Kumar,Isha,418,Delhi,Female,30,8,0.0,2,1,1,1254367.11,0
7484,12693702,Srivastava,Manish,812,Karnataka,Male,22,5,344088.88,1,1,1,1539562.04,0
7485,15975168,Chatterjee,Anjali,800,Delhi,Female,48,9,0.0,2,1,1,321702.52,1
7486,14416334,Shah,Deepak,631,Tamil Nadu,Male,61,9,376395.35,2,1,1,280999.62,0
7487,11106440,Saxena,Pranav,876,Delhi,Male,57,2,0.0,1,1,0,1241195.47,0
7488,15752766,Verma,Rajesh,579,Gujarat,Male,37,7,0.0,1,1,0,1394604.36,0
7489,10272109,Nair,Meera,643,Karnataka,Female,26,8,861916.56,2,1,0,365078.79,0
7490,15348069,Chatterjee,Neha,476,Tamil Nadu,Female,63,1,749271.93,1,0,1,1283089.0,1
7491,16509618,Reddy,Priya,845,Maharashtra,Female,25,8,681500.25,2,1,1,1990876.84,0
7492,14187020,Pillai,Rahul,402,Delhi,Male,59,3,354525.18,1,0,0,1453908.96,0
7493,13486368,Kapoor,Meera,423,Delhi,Female,27,7,290169.79,2,0,0,1288387.22,0
7494,11351261,Pillai,Aditya,782,Karnataka,Male,52,4,0.0,2,1,0,345784.72,0
7495,15074896,Menon,Suresh,349,Gujarat,Male,24,5,890849.79,1,1,0,2454869.49,0
7496,11673681,Shah,Aarav,565,Maharashtra,Male,41,3,873410.44,1,1,1,1435576.66,0
7497,10810806,Gupta,Aarav,390,Maharashtra,Male,62,4,0.0,1,0,1,1222696.96,0
7498,13243023,Srivastava,Ananya,562,Gujarat,Female,52,0,458658.28,1,0,1,351100.28,1
7499,13891413,Tiwari,Manish,697,Maharashtra,Male,38,2,0.0,2,1,0,1889006.02,0
7500,12059722,Sharma,Shreya,698,Tamil Nadu,Female,53,3,1323829.77,1,0,1,819456.47,0
7501,16921806,Pillai,Nikhil,606,Karnataka,Male,34,0,1287553.64,2,1,0,366198.75,0
7502,15571644,Menon,Amit,663,Tamil Nadu,Male,26,2,701285.69,2,1,0,1850517.37,0
7503,12087235,Bose,Rekha,486,Maharashtra,Female,31,3,993685.33,2,1,1,1295251.75,0
7504,11853919,Menon,Arjun,628,Maharashtra,Male,40,8,0.0,1,1,1,310698.74,0
7505,17321555,Banerjee,Pooja,730,Karnataka,Female,49,2,237031.09,1,0,0,2151304.82,0
7506,17330405,Yadav,Meera,332,Gujarat,Female,55,2,1436203.35,2,0,1,1217937.09,0
7507,17785309,Mehta,Pranav,844,Delhi,Male,36,3,905268.88,2,1,1,513938.67,0
7508,13849222,Gupta,Ananya,337,Delhi,Female,27,8,0.0,1,1,1,965688.3,0
7509,12972516,Rao,Arjun,832,Karnataka,Male,60,8,788508.21,1,1,0,246684.31,0
7510,16600765,Kapoor,Divya,880,Gujarat,Female,56,0,1106274.77,1,1,0,2453753.21,0
7511,19143721,Saxena,Siddharth,566,Tamil Nadu,Male,64,7,1232668.38,2,1,0,1919520.02,0
7512,12672764,Malhotra,Amit,776,Gujarat,Male,64,9,465712.29,2,1,1,293357.41,0
7513,15138785,Mehta,Vikram,487,Maharashtra,Male,51,0,0.0,1,1,1,737502.93,0
7514,11228352,Das,Deepak,681,Maharashtra,Male,62,1,0.0,2,1,0,1285146.36,1
7515,14907704,Mishra,Anjali,755,Karnataka,Female,64,9,0.0,1,1,1,1843469.28,0
7516,16677374,Shah,Isha,355,Tamil Nadu,Female,63,4,0.0,2,0,1,1653296.97,0
7517,17152359,Agarwal,Ananya,793,Delhi,Female,63,5,0.0,2,0,1,1203643.44,0
7518,13392534,Desai,Rajesh,662,Maharashtra,Male,26,1,0.0,2,0,1,1448353.46,0
7519,19782633,Kapoor,Sneha,598,Tamil Nadu,Female,49,9,1434393.98,2,0,0,280022.82,0
7520,14257433,Kumar,Siddharth,863,Maharashtra,Male,47,4,1276072.94,1,1,1,2497551.3,0
7521,12714485,Gupta,Vikram,603,Delhi,Male,63,2,0.0,2,0,1,2191537.73,1
7522,19663094,Shah,Priya,398,Karnataka,Female,22,6,0.0,2,1,1,928871.14,0
7523,18051681,Reddy,Karan,855,Karnataka,Male,42,0,0.0,2,1,1,429981.09,0
7524,11486365,Patel,Meera,433,Tamil Nadu,Female,29,4,671093.9,1,0,0,1638194.26,1
7525,13183984,Banerjee,Vikram,446,Delhi,Male,31,2,0.0,1,1,0,2306202.2,1
7526,15475039,Patel,Vikram,527,Karnataka,Male,36,1,0.0,1,1,0,1768744.26,0
7527,11128588,Joshi,Isha,531,Karnataka,Female,33,2,0.0,1,1,1,338003.07,0
7528,13800592,Mehta,Sneha,699,Karnataka,Female,38,9,480826.12,1,0,0,1060276.8,0
7529,10248013,Pillai,Meera,694,Karnataka,Female,45,3,555470.21,1,1,0,1847045.27,1
7530,12546624,Malhotra,Siddharth,870,Delhi,Male,53,1,0.0,2,1,0,741631.85,1
7531,12340518,Mehta,Divya,386,Maharashtra,Female,30,1,0.0,2,1,1,1671449.91,0
7532,16355872,Iyer,Karan,718,Maharashtra,Male,50,2,589190.58,1,1,1,1535497.62,0
7533,16427913,Tiwari,Manish,359,Maharashtra,Male,21,1,572418.93,1,0,1,403382.64,0
7534,18067548,Kapoor,Pooja,806,Karnataka,Female,53,5,0.0,3,0,0,1890518.36,0
7535,18495328,Banerjee,Divya,466,Tamil Nadu,Female,35,1,10085.74,1,0,1,1194996.1,0
7536,19508563,Agarwal,Rekha,790,Tamil Nadu,Female,49,0,0.0,4,0,1,553096.71,1
7537,17419277,Srivastava,Arjun,431,Tamil Nadu,Male,22,7,0.0,2,1,0,2330433.18,0
7538,12074957,Reddy,Rekha,475,Delhi,Female,31,9,0.0,1,1,1,1909339.51,0
7539,17481101,Reddy,Pooja,754,Delhi,Female,54,3,140602.26,2,0,0,1858642.27,0
7540,19777128,Das,Nikhil,859,Delhi,Male,61,1,713876.47,2,1,0,1216960.85,1
7541,14545995,Bose,Suresh,637,Maharashtra,Male,39,3,1405648.1,1,1,1,1673683.49,0
7542,15826323,Reddy,Isha,800,Maharashtra,Female,22,1,0.0,2,1,1,1666468.52,0
7543,11384517,Gupta,Aarav,361,Karnataka,Male,40,4,387666.29,2,0,0,497723.65,0
7544,14752029,Sharma,Anjali,426,Gujarat,Female,61,6,654627.1,2,0,1,2221297.77,0
7545,17630500,Desai,Pranav,322,Maharashtra,Male,51,5,738631.64,2,1,1,2076151.04,0
7546,16323189,Kumar,Divya,487,Maharashtra,Female,24,1,1148333.85,2,1,1,498642.67,0
7547,10558781,Kapoor,Meera,404,Tamil Nadu,Female,49,3,1168455.7,2,1,0,928950.72,1
7548,15977502,Rao,Deepak,597,Delhi,Male,50,7,444134.95,2,1,1,340154.65,1
7549,10370053,Joshi,Divya,465,Tamil Nadu,Female,33,6,1090517.37,2,1,1,980790.13,0
7550,13326538,Gupta,Siddharth,357,Tamil Nadu,Male,35,6,0.0,1,1,1,1873249.82,0
7551,12034936,Mishra,Vikram,746,Gujarat,Male,40,3,113495.79,2,0,0,188313.33,0
7552,14402987,Bose,Nikhil,742,Delhi,Male,54,0,0.0,1,0,1,1355735.33,0
7553,15453209,Reddy,Siddharth,810,Tamil Nadu,Male,48,6,892211.21,1,1,1,2191982.17,0
7554,14846955,Patel,Shreya,832,Karnataka,Female,40,5,574103.11,1,1,0,902117.89,0
7555,15462595,Pandey,Neha,861,Karnataka,Female,45,7,0.0,1,0,1,1860080.52,0
7556,17832008,Gupta,Siddharth,636,Delhi,Male,47,4,492183.39,1,1,0,306799.63,1
7557,15010241,Srivastava,Aditya,568,Maharashtra,Male,50,7,505989.36,1,1,0,1472688.86,0
7558,11795384,Verma,Aditya,355,Karnataka,Male,61,9,0.0,2,0,0,2214441.87,0
7559,16926873,Singh,Priya,519,Karnataka,Female,40,7,0.0,1,0,0,1126270.96,1
7560,11730943,Mehta,Meera,316,Tamil Nadu,Female,21,8,203871.01,1,1,0,1624934.32,0
7561,10879713,Banerjee,Ananya,608,Tamil Nadu,Female,55,0,42737.05,2,0,1,1651207.41,0
7562,19395060,Rao,Kavya,387,Tamil Nadu,Female,63,2,950775.92,2,1,0,1878071.58,0
7563,10115204,Reddy,Aarav,781,Maharashtra,Male,44,5,0.0,1,0,0,709923.69,0
7564,19991221,Pandey,Rahul,336,Tamil Nadu,Male,45,3,787406.77,2,0,1,1915156.09,0
7565,12649130,Shah,Shreya,412,Karnataka,Female,60,7,0.0,2,0,0,731164.37,1
7566,10243336,Banerjee,Nisha,497,Gujarat,Female,32,9,853752.12,1,1,1,1567157.27,0
7567,13713797,Menon,Shreya,483,Gujarat,Female,31,0,499926.52,2,1,1,551441.1,0
7568,17662363,Kapoor,Ananya,706,Maharashtra,Female,50,4,918074.4,2,1,0,1888119.04,0
7569,12814802,Yadav,Riya,715,Tamil Nadu,Female,33,3,1016917.9,2,1,0,846651.78,0
7570,12669915,Saxena,Nisha,413,Maharashtra,Female,45,0,9522.83,1,1,0,1691220.47,0
7571,13731994,Joshi,Neha,642,Delhi,Female,45,9,0.0,1,1,1,542314.79,0
7572,14762767,Srivastava,Sunita,682,Karnataka,Female,37,5,1090318.0,1,0,0,716155.88,0
7573,14398455,Das,Isha,805,Maharashtra,Female,32,9,1110971.25,1,0,1,2075971.76,0
7574,12806644,Joshi,Karan,383,Tamil Nadu,Male,31,2,0.0,1,1,0,395873.68,0
7575,13147648,Pillai,Manish,790,Maharashtra,Male,30,4,0.0,1,1,0,406535.19,1
7576,13612203,Kapoor,Sunita,850,Maharashtra,Female,37,5,0.0,2,1,1,1975653.03,1
7577,13715343,Agarwal,Amit,549,Karnataka,Male,36,3,1483842.88,1,1,0,466125.48,0
7578,11840415,Joshi,Rohan,717,Tamil Nadu,Male,40,9,771221.02,1,1,0,2256399.72,1
7579,11798305,Bose,Amit,636,Gujarat,Male,25,9,0.0,1,0,0,503088.23,0
7580,10290432,Bose,Rekha,762,Tamil Nadu,Female,61,5,1379386.89,1,1,0,1761136.27,0
7581,11250658,Yadav,Arjun,896,Tamil Nadu,Male,52,6,0.0,3,1,0,1568526.39,1
7582,19032844,Tiwari,Pranav,421,Delhi,Male,47,1,962345.38,2,1,1,1868729.32,0
7583,13774619,Saxena,Rahul,556,Maharashtra,Male,24,6,1239538.84,1,1,1,1792536.0,0
7584,17525113,Reddy,Isha,664,Maharashtra,Female,61,6,693633.14,1,1,0,1028190.4,0
7585,17739527,Shah,Arjun,465,Karnataka,Male,27,1,665527.4,1,1,0,2375053.7,0
7586,14649410,Banerjee,Amit,341,Tamil Nadu,Male,34,2,436370.37,2,0,1,1359370.58,0
7587,18721281,Chatterjee,Pooja,868,Delhi,Female,59,2,0.0,1,1,1,2434754.91,0
7588,14893856,Kumar,Aarav,535,Tamil Nadu,Male,44,0,1416256.42,1,0,0,1063968.71,0
7589,18220012,Rao,Siddharth,819,Karnataka,Male,38,0,701441.7,1,0,0,1403200.29,0
7590,19005567,Chopra,Nisha,514,Maharashtra,Female,58,9,494201.34,1,1,1,1535142.18,1
7591,12281786,Gupta,Nikhil,358,Maharashtra,Male,59,5,0.0,1,0,0,1486744.24,1
7592,16764257,Nair,Sneha,694,Tamil Nadu,Female,60,8,0.0,2,1,0,1715184.62,1
7593,16132140,Patel,Pranav,642,Tamil Nadu,Male,21,8,1341548.61,1,0,1,844287.88,0
7594,16195290,Tiwari,Aarav,543,Gujarat,Male,37,0,0.0,3,1,1,330667.87,0
7595,17942738,Mishra,Rekha,847,Maharashtra,Female,46,6,178744.35,2,1,0,640394.23,0
7596,17311841,Banerjee,Isha,583,Gujarat,Female,42,5,0.0,1,1,1,1479728.57,0
7597,17414496,Das,Deepak,380,Maharashtra,Male,59,3,0.0,2,1,1,2169821.27,0
7598,10200656,Desai,Aarav,883,Maharashtra,Male,38,2,0.0,1,1,0,1282096.84,0
7599,15767483,Reddy,Riya,812,Gujarat,Female,58,8,1401812.8,2,0,1,925067.78,0
7600,18772272,Verma,Anjali,648,Delhi,Female,48,9,0.0,1,1,1,1876491.18,0
7601,14811438,Mehta,Vikram,735,Tamil Nadu,Male,41,4,625176.73,1,1,1,1097031.98,0
7602,12765614,Singh,Ananya,568,Maharashtra,Female,58,7,0.0,2,1,1,2087029.81,0
7603,14798429,Srivastava,Karan,578,Karnataka,Male,53,3,410058.46,1,0,1,207533.87,0
7604,14134500,Reddy,Rajesh,589,Gujarat,Male,50,3,505567.34,1,1,0,449311.65,0
7605,15394455,Mehta,Nikhil,892,Delhi,Male,62,5,0.0,2,1,1,418018.74,0
7606,16644241,Rao,Suresh,770,Tamil Nadu,Male,28,5,810359.87,2,0,0,261110.2,0
7607,19905668,Chopra,Deepak,738,Maharashtra,Male,50,2,0.0,2,0,1,569932.35,0
7608,13857507,Tiwari,Aarav,839,Karnataka,Male,59,1,0.0,2,0,1,2469920.62,0
7609,14550159,Bose,Rohan,574,Delhi,Male,29,8,0.0,1,1,1,1297114.93,0
7610,14120908,Patel,Rahul,440,Maharashtra,Male,53,1,379084.58,1,1,1,1159680.01,0
7611,13012013,Sharma,Vikram,606,Delhi,Male,63,8,0.0,2,1,1,2291656.39,0
7612,19458124,Pandey,Aarav,568,Maharashtra,Male,49,7,976019.36,2,1,1,2024255.64,0
7613,13656173,Chopra,Rekha,796,Gujarat,Female,51,9,238602.95,1,1,1,811470.35,0
7614,19709493,Chopra,Aarav,351,Delhi,Male,23,6,0.0,2,1,0,2046219.32,0
7615,16583707,Iyer,Sunita,804,Maharashtra,Female,58,4,0.0,2,1,1,371794.14,0
7616,15576840,Verma,Arjun,546,Delhi,Male,31,2,1269433.91,2,1,0,1840711.83,0
7617,18320956,Singh,Nikhil,335,Delhi,Male,25,1,904466.92,2,1,1,222751.28,0
7618,17568922,Das,Arjun,406,Tamil Nadu,Male,51,7,1187767.14,1,0,1,667637.02,0
7619,19520237,Rao,Rekha,854,Gujarat,Female,40,1,0.0,1,1,0,2238892.08,0
7620,13137901,Bose,Pranav,440,Delhi,Male,24,7,1470705.95,2,0,0,1046416.02,0
7621,17230286,Sharma,Rahul,391,Gujarat,Male,28,4,0.0,2,1,1,1270128.88,0
7622,14361811,Mishra,Anjali,490,Karnataka,Female,62,8,0.0,3,0,1,1680794.82,0
7623,19993590,Desai,Sneha,482,Maharashtra,Female,55,3,0.0,2,1,0,1789832.74,0
7624,17738121,Reddy,Nisha,505,Tamil Nadu,Female,33,7,483910.56,1,0,0,517675.27,0
7625,14131311,Shah,Pranav,340,Karnataka,Male,25,6,1466278.95,1,1,1,2332295.6,0
7626,16505421,Pillai,Deepak,726,Tamil Nadu,Male,60,7,625406.99,2,0,0,1498289.04,0
7627,17174799,Banerjee,Shreya,637,Gujarat,Female,39,4,0.0,1,1,0,1569192.3,0
7628,18870695,Chopra,Aarav,820,Delhi,Male,38,1,1182411.49,1,0,0,1666563.0,0
7629,13971582,Reddy,Shreya,836,Gujarat,Female,53,6,0.0,2,0,0,2158953.72,1
7630,13328903,Mishra,Pooja,585,Tamil Nadu,Female,24,2,0.0,2,1,1,667971.48,0
7631,12223888,Chopra,Ananya,683,Karnataka,Female,38,9,1170428.01,2,1,0,2294400.82,1
7632,17313820,Mishra,Pranav,883,Karnataka,Male,44,9,0.0,1,1,0,1991372.36,0
7633,18748825,Singh,Suresh,836,Delhi,Male,63,9,0.0,1,0,1,699349.41,0
7634,16882738,Kumar,Divya,555,Gujarat,Female,49,9,1091004.31,1,0,0,2033199.84,0
7635,13817277,Mehta,Aarav,393,Tamil Nadu,Male,51,1,868317.34,2,0,1,1350047.68,0
7636,16455881,Shah,Rohan,760,Maharashtra,Male,48,2,0.0,2,0,1,1515321.28,0
7637,13966378,Chopra,Amit,330,Delhi,Male,29,3,749255.21,1,1,0,2482677.1,1
7638,18086063,Tiwari,Rajesh,591,Karnataka,Male,46,9,730459.74,1,1,0,210483.01,0
7639,17995438,Rao,Rahul,872,Maharashtra,Male,22,6,0.0,1,1,0,2351989.29,0
7640,11094800,Menon,Meera,830,Maharashtra,Female,26,9,1271502.69,2,0,1,1863135.24,0
7641,19885093,Sharma,Siddharth,534,Karnataka,Male,49,0,0.0,1,0,0,988496.88,1
7642,18208334,Desai,Manish,584,Delhi,Male,46,5,0.0,1,0,0,1871870.1,1
7643,19868999,Pandey,Vikram,814,Delhi,Male,48,5,333268.61,1,0,1,650144.23,1
7644,14965300,Pillai,Amit,639,Delhi,Male,27,7,0.0,2,1,0,1371156.5,1
7645,14972818,Gupta,Divya,836,Maharashtra,Female,54,1,303230.5,1,1,1,2073073.46,0
7646,18555091,Shah,Sunita,532,Tamil Nadu,Female,30,1,1302002.73,1,0,1,665889.92,0
7647,13216399,Tiwari,Vikram,624,Karnataka,Male,61,0,1048613.64,1,1,0,1480525.06,0
7648,18635285,Yadav,Nisha,354,Maharashtra,Female,60,2,1185786.03,1,1,0,278412.19,0
7649,17167159,Mehta,Rahul,739,Delhi,Male,42,6,0.0,2,0,1,2121177.27,0
7650,17991259,Patel,Pooja,541,Karnataka,Female,47,7,0.0,1,1,0,992827.26,1
7651,14958252,Banerjee,Rajesh,596,Maharashtra,Male,59,6,126498.15,1,1,1,940172.13,0
7652,15511949,Rao,Rohan,429,Maharashtra,Male,42,8,0.0,2,0,0,774428.9,0
7653,13336728,Kumar,Rajesh,817,Maharashtra,Male,39,7,159450.93,2,0,1,1848211.91,0
7654,13028517,Verma,Riya,527,Tamil Nadu,Female,56,7,710921.73,1,1,1,584211.77,0
7655,11319624,Agarwal,Siddharth,486,Tamil Nadu,Male,29,1,1205499.78,1,0,1,258684.73,0
7656,10609210,Joshi,Anjali,492,Tamil Nadu,Female,39,0,0.0,2,1,0,825869.2,1
7657,19533979,Verma,Aditya,586,Tamil Nadu,Male,22,5,0.0,2,1,1,1717812.41,0
7658,17187228,Chatterjee,Rekha,664,Tamil Nadu,Female,48,6,1325690.81,3,1,1,296533.06,0
7659,16582429,Chopra,Deepak,400,Karnataka,Male,59,5,0.0,2,1,0,1171024.9,0
7660,11076723,Sharma,Anjali,345,Karnataka,Female,42,6,57632.88,2,0,0,2051539.94,0
7661,15517689,Verma,Arjun,871,Maharashtra,Male,26,7,490117.5,1,1,0,1170340.21,0
7662,18732253,Patel,Siddharth,857,Karnataka,Male,27,1,561624.77,1,0,0,1461667.27,0
7663,16414580,Verma,Shreya,574,Tamil Nadu,Female,26,0,0.0,2,1,0,1171731.07,0
7664,11865809,Kapoor,Divya,556,Karnataka,Female,53,9,133348.82,2,1,0,583624.76,1
